Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2021-07-12,2035.0778418152,2139.9510719316,2167.261181443,2006.717627435
ETH,2021-07-13,1935.5846562342,2031.101765213,2044.8816712155,1917.8429874971
ETH,2021-07-14,2008.5734332562,1940.1117349852,2020.4295610458,1866.109438093
ETH,2021-07-15,1925.2901262112,1995.3618230341,2040.7199651504,1882.4657272139
ETH,2021-07-16,1882.4577697959,1919.2151917049,1965.1927677701,1851.9164140814
ETH,2021-07-17,1901.7229221596,1877.0256251919,1916.6168439046,1849.1497865717
ETH,2021-07-18,1890.6749303755,1900.2353422644,1993.3270015763,1880.7062066399
ETH,2021-07-19,1829.12505726,1891.8721795756,1919.7600096929,1805.1087717042
ETH,2021-07-20,1776.8790098079,1818.9912048006,1842.1887144093,1721.8662268083
ETH,2021-07-21,1968.4738988221,1787.1551583646,2032.8412134046,1755.8374940661
ETH,2021-07-22,2005.7264606435,1996.4642176057,2047.1763803443,1951.5228959998
ETH,2021-07-23,2079.9505524664,2025.4318156905,2094.9623221005,1997.4371927057
ETH,2021-07-24,2167.8214984902,2124.9985006186,2200.9298070657,2106.5469656433
ETH,2021-07-25,2161.0522241053,2186.8363768916,2196.2405130843,2109.1974170756
ETH,2021-07-26,2225.7403376518,2191.7607965912,2431.1244000757,2173.8062957203
ETH,2021-07-27,2300.6113830433,2228.8339869447,2320.0080707252,2153.3192286772
ETH,2021-07-28,2303.3779339871,2301.3688968635,2346.6978971475,2248.1703084501
ETH,2021-07-29,2332.1692736041,2301.3997342721,2343.5710563228,2268.8947339399
ETH,2021-07-30,2435.4986818634,2384.0398192889,2450.3643321284,2319.0332264992
ETH,2021-07-31,2536.6970747464,2461.5361908068,2538.2090621739,2420.8330794327
ETH,2021-08-01,2599.3281481852,2531.487423021,2698.4745999226,2513.7546836682
ETH,2021-08-02,2623.9070486872,2557.628618167,2667.0597965563,2511.8969145816
ETH,2021-08-03,2518.491323059,2608.8825136664,2630.3561703992,2448.801906412
ETH,2021-08-04,2746.4748417821,2509.3104319164,2770.6341732779,2466.2168215201
